FeatureCode,DateCode,Measurement,Units,Value
S12000047,2000/2001,Ratio,"EASR per 100,000",84.37
S12000047,1999/2000,Ratio,"EASR per 100,000",67.26
S08000020,1996/1997,Ratio,"EASR per 100,000",56.74
S12000047,1997/1998,Ratio,"EASR per 100,000",32.11
S12000017,2016/2017,Ratio,"EASR per 100,000",103.82
S12000047,1998/1999,Ratio,"EASR per 100,000",44.11
S12000047,2015/2016,Ratio,"EASR per 100,000",187.71
S08000020,1999/2000,Ratio,"EASR per 100,000",82.32
S12000047,2014/2015,Ratio,"EASR per 100,000",194.69
S08000020,1998/1999,Ratio,"EASR per 100,000",67.75
S08000020,1997/1998,Ratio,"EASR per 100,000",63.25
S12000047,2016/2017,Ratio,"EASR per 100,000",221
S08000020,2003/2004,Ratio,"EASR per 100,000",90.33
S12000013,2016/2017,Ratio,"EASR per 100,000",34.13
S08000020,2002/2003,Ratio,"EASR per 100,000",93.04
S08000020,2004/2005,Ratio,"EASR per 100,000",104.38
S08000020,2005/2006,Ratio,"EASR per 100,000",93.8
S08000022,2013/2014,Ratio,"EASR per 100,000",72.64
S08000020,2000/2001,Ratio,"EASR per 100,000",83.61
S08000020,2001/2002,Ratio,"EASR per 100,000",87.33
S08000022,2011/2012,Ratio,"EASR per 100,000",91.21
S08000022,2012/2013,Ratio,"EASR per 100,000",77.7
S12000014,2016/2017,Ratio,"EASR per 100,000",123.99
S08000022,2010/2011,Ratio,"EASR per 100,000",71.68
S12000021,2016/2017,Ratio,"EASR per 100,000",444.6
S12000018,2016/2017,Ratio,"EASR per 100,000",341.88
S12000047,2006/2007,Ratio,"EASR per 100,000",113.04
S12000047,2005/2006,Ratio,"EASR per 100,000",109.2
S08000022,2005/2006,Ratio,"EASR per 100,000",50.88
S08000022,2008/2009,Ratio,"EASR per 100,000",78.31
S12000020,2016/2017,Ratio,"EASR per 100,000",81.66
S08000022,2007/2008,Ratio,"EASR per 100,000",67.69
S12000019,2016/2017,Ratio,"EASR per 100,000",131.87
S08000022,2009/2010,Ratio,"EASR per 100,000",74.05
S08000022,2006/2007,Ratio,"EASR per 100,000",50.03
S12000047,2009/2010,Ratio,"EASR per 100,000",125.2
S12000047,2010/2011,Ratio,"EASR per 100,000",112.92
S12000047,2008/2009,Ratio,"EASR per 100,000",124.51
S12000047,2012/2013,Ratio,"EASR per 100,000",166.49
S12000047,2013/2014,Ratio,"EASR per 100,000",216.26
S12000047,2011/2012,Ratio,"EASR per 100,000",132.63
S12000047,2003/2004,Ratio,"EASR per 100,000",78.67
S12000047,2002/2003,Ratio,"EASR per 100,000",73.86
S12000047,2004/2005,Ratio,"EASR per 100,000",99.82
S12000047,2007/2008,Ratio,"EASR per 100,000",112.14
S12000047,2001/2002,Ratio,"EASR per 100,000",65.4
S12000023,2016/2017,Ratio,"EASR per 100,000",35.13
S12000026,2016/2017,Ratio,"EASR per 100,000",93.17
S08000022,1996/1997,Ratio,"EASR per 100,000",18.93
S12000048,1998/1999,Ratio,"EASR per 100,000",29.32
S12000048,1999/2000,Ratio,"EASR per 100,000",52.47
S12000048,1997/1998,Ratio,"EASR per 100,000",28.32
S08000022,2001/2002,Ratio,"EASR per 100,000",32.31
S08000022,2000/2001,Ratio,"EASR per 100,000",32.14
S08000022,2002/2003,Ratio,"EASR per 100,000",42.06
S08000022,1998/1999,Ratio,"EASR per 100,000",25.23
S08000022,1997/1998,Ratio,"EASR per 100,000",20.06
S08000022,1999/2000,Ratio,"EASR per 100,000",33.8
S12000048,2006/2007,Ratio,"EASR per 100,000",93.44
S12000048,2007/2008,Ratio,"EASR per 100,000",102.86
S12000048,2005/2006,Ratio,"EASR per 100,000",66.04
S12000048,2009/2010,Ratio,"EASR per 100,000",91.85
S12000048,2010/2011,Ratio,"EASR per 100,000",98.04
S12000048,2008/2009,Ratio,"EASR per 100,000",90.61
S12000048,2001/2002,Ratio,"EASR per 100,000",35.78
S12000048,2002/2003,Ratio,"EASR per 100,000",82.99
S12000048,2000/2001,Ratio,"EASR per 100,000",44.46
S12000048,2004/2005,Ratio,"EASR per 100,000",72.08
S12000048,2003/2004,Ratio,"EASR per 100,000",80.12
S08000020,2007/2008,Ratio,"EASR per 100,000",120.79
S12000006,2016/2017,Ratio,"EASR per 100,000",191.65
S12000008,2016/2017,Ratio,"EASR per 100,000",341.87
S12000005,2016/2017,Ratio,"EASR per 100,000",145.35
S08000028,2016/2017,Ratio,"EASR per 100,000",34.13
S08000020,2008/2009,Ratio,"EASR per 100,000",131.33
S12000011,2016/2017,Ratio,"EASR per 100,000",63.97
S08000022,2015/2016,Ratio,"EASR per 100,000",92.09
S08000022,2014/2015,Ratio,"EASR per 100,000",69.6
S08000020,2006/2007,Ratio,"EASR per 100,000",110.56
S12000010,2016/2017,Ratio,"EASR per 100,000",109.18
S08000020,2013/2014,Ratio,"EASR per 100,000",101.12
S08000020,2014/2015,Ratio,"EASR per 100,000",93.69
S08000025,2016/2017,Ratio,"EASR per 100,000",35.13
S08000022,2004/2005,Ratio,"EASR per 100,000",50.93
S08000022,2003/2004,Ratio,"EASR per 100,000",48.67
S08000020,2015/2016,Ratio,"EASR per 100,000",103.88
S08000020,2010/2011,Ratio,"EASR per 100,000",126.88
S08000026,2016/2017,Ratio,"EASR per 100,000",116.72
S08000020,2009/2010,Ratio,"EASR per 100,000",139.5
S08000020,2012/2013,Ratio,"EASR per 100,000",95.69
S08000020,2011/2012,Ratio,"EASR per 100,000",111.74
S08000030,2017/2018,Ratio,"EASR per 100,000",195.06
S08000015,2002/2003,Ratio,"EASR per 100,000",178.92
S08000015,2001/2002,Ratio,"EASR per 100,000",169.81
S08000015,2003/2004,Ratio,"EASR per 100,000",177.71
S08000029,2017/2018,Ratio,"EASR per 100,000",248.29
S08000032,2017/2018,Ratio,"EASR per 100,000",188.3
S08000015,1999/2000,Ratio,"EASR per 100,000",95.7
S08000031,2017/2018,Ratio,"EASR per 100,000",268.03
S08000015,2000/2001,Ratio,"EASR per 100,000",121.14
S08000015,2006/2007,Ratio,"EASR per 100,000",205.2
S08000024,2017/2018,Ratio,"EASR per 100,000",160.18
S08000025,2017/2018,Ratio,"EASR per 100,000",65.2
S08000022,2017/2018,Ratio,"EASR per 100,000",121.15
S08000015,2007/2008,Ratio,"EASR per 100,000",229.84
S08000015,2004/2005,Ratio,"EASR per 100,000",196.12
S08000028,2017/2018,Ratio,"EASR per 100,000",29.75
S08000015,2005/2006,Ratio,"EASR per 100,000",181.96
S08000026,2017/2018,Ratio,"EASR per 100,000",80.03
S12000011,1996/1997,Ratio,"EASR per 100,000",10.93
S12000010,2017/2018,Ratio,"EASR per 100,000",113.55
S12000011,2017/2018,Ratio,"EASR per 100,000",81.3
S12000008,2017/2018,Ratio,"EASR per 100,000",366.62
S12000010,1996/1997,Ratio,"EASR per 100,000",41.43
S12000014,1996/1997,Ratio,"EASR per 100,000",27.71
S12000014,2017/2018,Ratio,"EASR per 100,000",186.67
S12000013,1996/1997,Ratio,"EASR per 100,000",11.27
S12000013,2017/2018,Ratio,"EASR per 100,000",29.75
S12000005,2017/2018,Ratio,"EASR per 100,000",231.07
S08000015,1997/1998,Ratio,"EASR per 100,000",56.74
S08000015,1998/1999,Ratio,"EASR per 100,000",90.94
S12000005,1996/1997,Ratio,"EASR per 100,000",45.12
S12000006,2017/2018,Ratio,"EASR per 100,000",229.38
S12000008,1996/1997,Ratio,"EASR per 100,000",64.59
S08000015,1996/1997,Ratio,"EASR per 100,000",51.83
S12000006,1996/1997,Ratio,"EASR per 100,000",28.67
S12000049,2008/2009,Ratio,"EASR per 100,000",202.3
S12000049,2007/2008,Ratio,"EASR per 100,000",210.53
S12000049,2009/2010,Ratio,"EASR per 100,000",202.79
S12000049,2005/2006,Ratio,"EASR per 100,000",170.81
S12000049,2006/2007,Ratio,"EASR per 100,000",191.18
S12000049,2012/2013,Ratio,"EASR per 100,000",171.31
S12000049,2013/2014,Ratio,"EASR per 100,000",184.04
S12000049,2010/2011,Ratio,"EASR per 100,000",216.96
S12000049,2011/2012,Ratio,"EASR per 100,000",196.42
S12000049,1999/2000,Ratio,"EASR per 100,000",213.09
S12000049,1998/1999,Ratio,"EASR per 100,000",203.74
S12000049,2000/2001,Ratio,"EASR per 100,000",244.21
S12000050,2016/2017,Ratio,"EASR per 100,000",163.09
S12000049,1997/1998,Ratio,"EASR per 100,000",144.55
S12000049,2003/2004,Ratio,"EASR per 100,000",205.41
S12000049,2004/2005,Ratio,"EASR per 100,000",192.77
S12000049,2001/2002,Ratio,"EASR per 100,000",233.06
S12000049,2002/2003,Ratio,"EASR per 100,000",237.8
S08000017,2017/2018,Ratio,"EASR per 100,000",229.38
S08000015,2011/2012,Ratio,"EASR per 100,000",265.78
S08000015,2010/2011,Ratio,"EASR per 100,000",253.66
S08000015,2012/2013,Ratio,"EASR per 100,000",215.11
S08000016,2017/2018,Ratio,"EASR per 100,000",123.11
S08000020,2017/2018,Ratio,"EASR per 100,000",118.41
S08000015,2008/2009,Ratio,"EASR per 100,000",226.2
S08000019,2017/2018,Ratio,"EASR per 100,000",178.83
S08000015,2009/2010,Ratio,"EASR per 100,000",220.44
S08000015,2015/2016,Ratio,"EASR per 100,000",274.73
S12000049,2016/2017,Ratio,"EASR per 100,000",331.27
S12000049,2014/2015,Ratio,"EASR per 100,000",199.56
S12000049,2015/2016,Ratio,"EASR per 100,000",257.67
S08000015,2013/2014,Ratio,"EASR per 100,000",234.61
S08000015,2017/2018,Ratio,"EASR per 100,000",351.99
S08000015,2014/2015,Ratio,"EASR per 100,000",258.86
S92000003,2017/2018,Ratio,"EASR per 100,000",198.97
S92000003,1996/1997,Ratio,"EASR per 100,000",51.13
S92000003,1997/1998,Ratio,"EASR per 100,000",59.48
S12000036,1996/1997,Ratio,"EASR per 100,000",77.13
S12000035,1996/1997,Ratio,"EASR per 100,000",26.27
S12000035,2017/2018,Ratio,"EASR per 100,000",115.33
S12000038,2017/2018,Ratio,"EASR per 100,000",176.58
S12000039,1996/1997,Ratio,"EASR per 100,000",32.13
S12000036,2017/2018,Ratio,"EASR per 100,000",156.21
S12000038,1996/1997,Ratio,"EASR per 100,000",28.17
S92000003,2001/2002,Ratio,"EASR per 100,000",96.36
S12000033,2017/2018,Ratio,"EASR per 100,000",191.94
S92000003,2000/2001,Ratio,"EASR per 100,000",90.88
S92000003,2002/2003,Ratio,"EASR per 100,000",102.04
S12000033,1996/1997,Ratio,"EASR per 100,000",99.37
S92000003,1999/2000,Ratio,"EASR per 100,000",81.91
S92000003,1998/1999,Ratio,"EASR per 100,000",73.67
S12000034,1996/1997,Ratio,"EASR per 100,000",26.83
S12000034,2017/2018,Ratio,"EASR per 100,000",60.16
S12000048,1996/1997,Ratio,"EASR per 100,000",21.6
S12000047,2017/2018,Ratio,"EASR per 100,000",248.29
S12000048,2017/2018,Ratio,"EASR per 100,000",112.68
S12000045,2017/2018,Ratio,"EASR per 100,000",93.17
S12000047,1996/1997,Ratio,"EASR per 100,000",33.01
S12000050,1996/1997,Ratio,"EASR per 100,000",18.6
S12000050,2017/2018,Ratio,"EASR per 100,000",201.79
S12000049,1996/1997,Ratio,"EASR per 100,000",128.65
S12000049,2017/2018,Ratio,"EASR per 100,000",355.72
S12000040,2017/2018,Ratio,"EASR per 100,000",192.82
S12000041,1996/1997,Ratio,"EASR per 100,000",19.47
S12000039,2017/2018,Ratio,"EASR per 100,000",244.96
S12000040,1996/1997,Ratio,"EASR per 100,000",31.63
S12000042,2017/2018,Ratio,"EASR per 100,000",344.68
S12000045,1996/1997,Ratio,"EASR per 100,000",26.92
S12000041,2017/2018,Ratio,"EASR per 100,000",117.59
S12000042,1996/1997,Ratio,"EASR per 100,000",58.99
S12000023,1996/1997,Ratio,"EASR per 100,000",0
S92000003,2014/2015,Ratio,"EASR per 100,000",149.01
S12000023,2017/2018,Ratio,"EASR per 100,000",65.2
S12000021,2017/2018,Ratio,"EASR per 100,000",415.57
S92000003,2015/2016,Ratio,"EASR per 100,000",160.07
S12000026,1996/1997,Ratio,"EASR per 100,000",21.72
S12000026,2017/2018,Ratio,"EASR per 100,000",123.11
S92000003,2013/2014,Ratio,"EASR per 100,000",138.52
S92000003,2012/2013,Ratio,"EASR per 100,000",122.16
S12000018,2017/2018,Ratio,"EASR per 100,000",298.47
S12000018,1996/1997,Ratio,"EASR per 100,000",78.78
S12000019,1996/1997,Ratio,"EASR per 100,000",25.15
S12000017,1996/1997,Ratio,"EASR per 100,000",15.84
S12000017,2017/2018,Ratio,"EASR per 100,000",124.25
S12000020,2017/2018,Ratio,"EASR per 100,000",95.24
S12000021,1996/1997,Ratio,"EASR per 100,000",44.05
S12000019,2017/2018,Ratio,"EASR per 100,000",215.11
S12000020,1996/1997,Ratio,"EASR per 100,000",11.73
S12000029,2017/2018,Ratio,"EASR per 100,000",173.53
S12000029,1996/1997,Ratio,"EASR per 100,000",22.97
S92000003,2005/2006,Ratio,"EASR per 100,000",94.03
S92000003,2007/2008,Ratio,"EASR per 100,000",117.58
S92000003,2006/2007,Ratio,"EASR per 100,000",103.96
S12000030,2017/2018,Ratio,"EASR per 100,000",137.86
S92000003,2003/2004,Ratio,"EASR per 100,000",95.62
S92000003,2004/2005,Ratio,"EASR per 100,000",96.64
S12000030,1996/1997,Ratio,"EASR per 100,000",33.69
S12000027,1996/1997,Ratio,"EASR per 100,000",44.12
S12000027,2017/2018,Ratio,"EASR per 100,000",80.03
S92000003,2011/2012,Ratio,"EASR per 100,000",132.73
S92000003,2010/2011,Ratio,"EASR per 100,000",131.08
S12000028,1996/1997,Ratio,"EASR per 100,000",47.52
S12000028,2017/2018,Ratio,"EASR per 100,000",256.65
S92000003,2009/2010,Ratio,"EASR per 100,000",122.53
S92000003,2008/2009,Ratio,"EASR per 100,000",124.73
S08000017,2007/2008,Ratio,"EASR per 100,000",106.73
S08000017,2008/2009,Ratio,"EASR per 100,000",124.35
S08000017,2006/2007,Ratio,"EASR per 100,000",92.99
S08000017,2010/2011,Ratio,"EASR per 100,000",126.14
S08000017,2009/2010,Ratio,"EASR per 100,000",134.89
S08000017,2003/2004,Ratio,"EASR per 100,000",80.9
S08000017,2002/2003,Ratio,"EASR per 100,000",102.56
S08000017,2005/2006,Ratio,"EASR per 100,000",85.05
S08000017,2004/2005,Ratio,"EASR per 100,000",74.4
S08000030,2016/2017,Ratio,"EASR per 100,000",155.85
S08000030,2015/2016,Ratio,"EASR per 100,000",152.93
S08000017,2015/2016,Ratio,"EASR per 100,000",150.3
S08000030,2013/2014,Ratio,"EASR per 100,000",159.22
S08000030,2014/2015,Ratio,"EASR per 100,000",161.32
S08000017,2012/2013,Ratio,"EASR per 100,000",139.32
S08000017,2011/2012,Ratio,"EASR per 100,000",131.24
S08000017,2014/2015,Ratio,"EASR per 100,000",133.52
S08000017,2013/2014,Ratio,"EASR per 100,000",156.54
S08000031,2002/2003,Ratio,"EASR per 100,000",177.76
S08000031,2001/2002,Ratio,"EASR per 100,000",166.81
S08000031,2003/2004,Ratio,"EASR per 100,000",154.24
S08000031,1999/2000,Ratio,"EASR per 100,000",149.07
S08000031,2000/2001,Ratio,"EASR per 100,000",167.63
S08000031,2006/2007,Ratio,"EASR per 100,000",141.83
S08000031,2007/2008,Ratio,"EASR per 100,000",163.2
S08000031,2004/2005,Ratio,"EASR per 100,000",144.61
S08000031,2005/2006,Ratio,"EASR per 100,000",124.42
S08000017,1999/2000,Ratio,"EASR per 100,000",58.46
S08000017,1998/1999,Ratio,"EASR per 100,000",58.84
S08000017,2001/2002,Ratio,"EASR per 100,000",106.9
S08000017,2000/2001,Ratio,"EASR per 100,000",69.69
S08000031,1997/1998,Ratio,"EASR per 100,000",98.73
S08000031,1998/1999,Ratio,"EASR per 100,000",137.82
S08000017,1997/1998,Ratio,"EASR per 100,000",50.86
S08000031,1996/1997,Ratio,"EASR per 100,000",86.85
S08000029,2014/2015,Ratio,"EASR per 100,000",194.69
S08000029,2013/2014,Ratio,"EASR per 100,000",216.26
S08000029,2015/2016,Ratio,"EASR per 100,000",187.71
S08000029,2011/2012,Ratio,"EASR per 100,000",132.63
S08000029,2012/2013,Ratio,"EASR per 100,000",166.49
S08000019,1997/1998,Ratio,"EASR per 100,000",36.48
S08000019,1996/1997,Ratio,"EASR per 100,000",32.76
S08000019,1998/1999,Ratio,"EASR per 100,000",49.88
S08000029,2016/2017,Ratio,"EASR per 100,000",221
S08000029,2005/2006,Ratio,"EASR per 100,000",109.2
S08000029,2004/2005,Ratio,"EASR per 100,000",99.82
S08000029,2006/2007,Ratio,"EASR per 100,000",113.04
S08000029,2002/2003,Ratio,"EASR per 100,000",73.86
S08000029,2003/2004,Ratio,"EASR per 100,000",78.67
S08000029,2009/2010,Ratio,"EASR per 100,000",125.2
S08000029,2010/2011,Ratio,"EASR per 100,000",112.92
S08000029,2007/2008,Ratio,"EASR per 100,000",112.14
S08000029,2008/2009,Ratio,"EASR per 100,000",124.51
S08000030,2007/2008,Ratio,"EASR per 100,000",82.79
S08000030,2006/2007,Ratio,"EASR per 100,000",67.47
S08000030,2008/2009,Ratio,"EASR per 100,000",112.3
S08000030,2004/2005,Ratio,"EASR per 100,000",50.41
S08000030,2005/2006,Ratio,"EASR per 100,000",55.11
S08000030,2011/2012,Ratio,"EASR per 100,000",146.37
S08000030,2012/2013,Ratio,"EASR per 100,000",134.21
S08000030,2009/2010,Ratio,"EASR per 100,000",126.34
S08000030,2010/2011,Ratio,"EASR per 100,000",145.22
S08000030,1998/1999,Ratio,"EASR per 100,000",40.91
S08000030,1999/2000,Ratio,"EASR per 100,000",46.12
S08000030,1996/1997,Ratio,"EASR per 100,000",36.2
S08000030,1997/1998,Ratio,"EASR per 100,000",46.72
S08000030,2002/2003,Ratio,"EASR per 100,000",64
S08000030,2003/2004,Ratio,"EASR per 100,000",55.32
S08000030,2000/2001,Ratio,"EASR per 100,000",50.23
S08000030,2001/2002,Ratio,"EASR per 100,000",43.59
S08000016,1999/2000,Ratio,"EASR per 100,000",35.1
S08000016,2000/2001,Ratio,"EASR per 100,000",47.46
S08000016,1998/1999,Ratio,"EASR per 100,000",28.92
S08000016,2002/2003,Ratio,"EASR per 100,000",64.5
S08000016,2001/2002,Ratio,"EASR per 100,000",39.35
S12000050,1997/1998,Ratio,"EASR per 100,000",26.83
S12000050,1998/1999,Ratio,"EASR per 100,000",47.41
S08000016,1997/1998,Ratio,"EASR per 100,000",37.08
S08000016,1996/1997,Ratio,"EASR per 100,000",21.72
S08000016,2008/2009,Ratio,"EASR per 100,000",78.86
S08000016,2009/2010,Ratio,"EASR per 100,000",75.93
S08000016,2007/2008,Ratio,"EASR per 100,000",87.78
S08000016,2011/2012,Ratio,"EASR per 100,000",111.13
S08000016,2010/2011,Ratio,"EASR per 100,000",89.2
S08000016,2004/2005,Ratio,"EASR per 100,000",45.25
S08000016,2003/2004,Ratio,"EASR per 100,000",47.15
S08000016,2006/2007,Ratio,"EASR per 100,000",62.3
S08000016,2005/2006,Ratio,"EASR per 100,000",61.64
S12000050,2010/2011,Ratio,"EASR per 100,000",64.85
S12000050,2009/2010,Ratio,"EASR per 100,000",58.91
S12000050,2011/2012,Ratio,"EASR per 100,000",74.3
S12000050,2007/2008,Ratio,"EASR per 100,000",73.96
S12000050,2008/2009,Ratio,"EASR per 100,000",69.35
S12000050,2014/2015,Ratio,"EASR per 100,000",110.95
S12000050,2015/2016,Ratio,"EASR per 100,000",132.89
S12000050,2012/2013,Ratio,"EASR per 100,000",85.9
S12000050,2013/2014,Ratio,"EASR per 100,000",104.55
S12000050,2001/2002,Ratio,"EASR per 100,000",71.08
S12000050,2002/2003,Ratio,"EASR per 100,000",60.41
S12000050,1999/2000,Ratio,"EASR per 100,000",45.43
S12000050,2000/2001,Ratio,"EASR per 100,000",78.5
S12000050,2005/2006,Ratio,"EASR per 100,000",57.78
S12000050,2006/2007,Ratio,"EASR per 100,000",57.19
S12000050,2003/2004,Ratio,"EASR per 100,000",53.88
S12000050,2004/2005,Ratio,"EASR per 100,000",50.48
S08000032,1998/1999,Ratio,"EASR per 100,000",45.95
S08000032,1997/1998,Ratio,"EASR per 100,000",30.68
S08000032,1999/2000,Ratio,"EASR per 100,000",46.11
S08000031,2016/2017,Ratio,"EASR per 100,000",262.46
S08000032,1996/1997,Ratio,"EASR per 100,000",20.69
S08000032,2002/2003,Ratio,"EASR per 100,000",61.31
S08000032,2003/2004,Ratio,"EASR per 100,000",55.75
S08000032,2000/2001,Ratio,"EASR per 100,000",68.22
S08000032,2001/2002,Ratio,"EASR per 100,000",67.03
S08000031,2011/2012,Ratio,"EASR per 100,000",165.07
S08000031,2010/2011,Ratio,"EASR per 100,000",179.16
S08000031,2012/2013,Ratio,"EASR per 100,000",144.04
S08000031,2008/2009,Ratio,"EASR per 100,000",165.34
S08000031,2009/2010,Ratio,"EASR per 100,000",165.06
S08000031,2015/2016,Ratio,"EASR per 100,000",213.26
S08000017,1996/1997,Ratio,"EASR per 100,000",28.67
S08000031,2013/2014,Ratio,"EASR per 100,000",159.62
S08000031,2014/2015,Ratio,"EASR per 100,000",174.88
S08000032,2015/2016,Ratio,"EASR per 100,000",139.29
S08000032,2014/2015,Ratio,"EASR per 100,000",106.53
S08000016,2015/2016,Ratio,"EASR per 100,000",97.16
S08000032,2012/2013,Ratio,"EASR per 100,000",84.08
S08000032,2013/2014,Ratio,"EASR per 100,000",95.58
S08000016,2013/2014,Ratio,"EASR per 100,000",99.95
S08000016,2012/2013,Ratio,"EASR per 100,000",87.84
S08000032,2016/2017,Ratio,"EASR per 100,000",156.37
S08000016,2014/2015,Ratio,"EASR per 100,000",86.47
S08000032,2006/2007,Ratio,"EASR per 100,000",58.64
S08000032,2007/2008,Ratio,"EASR per 100,000",65.05
S08000032,2004/2005,Ratio,"EASR per 100,000",49.92
S08000032,2005/2006,Ratio,"EASR per 100,000",54.82
S08000032,2010/2011,Ratio,"EASR per 100,000",62.08
S08000032,2011/2012,Ratio,"EASR per 100,000",77.9
S08000032,2008/2009,Ratio,"EASR per 100,000",64.58
S08000032,2009/2010,Ratio,"EASR per 100,000",55.92
S12000010,2007/2008,Ratio,"EASR per 100,000",81.51
S12000010,2008/2009,Ratio,"EASR per 100,000",98.66
S12000010,2006/2007,Ratio,"EASR per 100,000",92.61
S12000010,2010/2011,Ratio,"EASR per 100,000",87.88
S12000010,2009/2010,Ratio,"EASR per 100,000",70.6
S12000010,2002/2003,Ratio,"EASR per 100,000",65.68
S12000010,2003/2004,Ratio,"EASR per 100,000",44.25
S12000010,2001/2002,Ratio,"EASR per 100,000",62.74
S12000010,2005/2006,Ratio,"EASR per 100,000",78.94
S12000010,2004/2005,Ratio,"EASR per 100,000",72.79
S12000026,2011/2012,Ratio,"EASR per 100,000",111.13
S12000026,2010/2011,Ratio,"EASR per 100,000",89.2
S12000026,2012/2013,Ratio,"EASR per 100,000",87.84
S12000026,2008/2009,Ratio,"EASR per 100,000",78.86
S12000026,2009/2010,Ratio,"EASR per 100,000",75.93
S12000026,2015/2016,Ratio,"EASR per 100,000",97.16
S12000010,2011/2012,Ratio,"EASR per 100,000",113.05
S12000026,2013/2014,Ratio,"EASR per 100,000",99.95
S12000026,2014/2015,Ratio,"EASR per 100,000",86.47
S12000027,2005/2006,Ratio,"EASR per 100,000",116.87
S12000027,2004/2005,Ratio,"EASR per 100,000",54.29
S12000027,2006/2007,Ratio,"EASR per 100,000",86.56
S12000027,2002/2003,Ratio,"EASR per 100,000",35.07
S12000027,2003/2004,Ratio,"EASR per 100,000",24.2
S12000027,2010/2011,Ratio,"EASR per 100,000",160.48
S12000027,2009/2010,Ratio,"EASR per 100,000",149.62
S12000027,2011/2012,Ratio,"EASR per 100,000",89.4
S12000027,2007/2008,Ratio,"EASR per 100,000",143.76
S12000027,2008/2009,Ratio,"EASR per 100,000",199.99
S12000010,1997/1998,Ratio,"EASR per 100,000",40.81
S12000010,1998/1999,Ratio,"EASR per 100,000",49.88
S12000027,1997/1998,Ratio,"EASR per 100,000",43.58
S12000010,2000/2001,Ratio,"EASR per 100,000",40.96
S12000010,1999/2000,Ratio,"EASR per 100,000",48.09
S12000027,2000/2001,Ratio,"EASR per 100,000",0
S12000027,2001/2002,Ratio,"EASR per 100,000",38.1
S12000027,1998/1999,Ratio,"EASR per 100,000",39.97
S12000027,1999/2000,Ratio,"EASR per 100,000",31.44
S12000023,2006/2007,Ratio,"EASR per 100,000",13.87
S12000023,2005/2006,Ratio,"EASR per 100,000",0
S12000023,2007/2008,Ratio,"EASR per 100,000",19.32
S12000023,2003/2004,Ratio,"EASR per 100,000",31.62
S12000023,2004/2005,Ratio,"EASR per 100,000",33.52
S12000023,2011/2012,Ratio,"EASR per 100,000",25.09
S12000023,2010/2011,Ratio,"EASR per 100,000",39.7
S12000023,2012/2013,Ratio,"EASR per 100,000",43.73
S12000023,2008/2009,Ratio,"EASR per 100,000",15.53
S12000023,2009/2010,Ratio,"EASR per 100,000",18.31
S12000023,1997/1998,Ratio,"EASR per 100,000",0
S12000011,1997/1998,Ratio,"EASR per 100,000",24.79
S12000023,1998/1999,Ratio,"EASR per 100,000",0
S12000011,1999/2000,Ratio,"EASR per 100,000",32.02
S12000011,1998/1999,Ratio,"EASR per 100,000",17.58
S12000023,2001/2002,Ratio,"EASR per 100,000",0
S12000023,2002/2003,Ratio,"EASR per 100,000",33.04
S12000023,1999/2000,Ratio,"EASR per 100,000",0
S12000023,2000/2001,Ratio,"EASR per 100,000",0
S12000026,2002/2003,Ratio,"EASR per 100,000",64.5
S12000026,2001/2002,Ratio,"EASR per 100,000",39.35
S12000026,2003/2004,Ratio,"EASR per 100,000",47.15
S12000026,1999/2000,Ratio,"EASR per 100,000",35.1
S12000026,2000/2001,Ratio,"EASR per 100,000",47.46
S12000026,2006/2007,Ratio,"EASR per 100,000",62.3
S12000026,2007/2008,Ratio,"EASR per 100,000",87.78
S12000026,2004/2005,Ratio,"EASR per 100,000",45.25
S12000026,2005/2006,Ratio,"EASR per 100,000",61.64
S12000010,2015/2016,Ratio,"EASR per 100,000",123.81
S12000023,2015/2016,Ratio,"EASR per 100,000",40.14
S12000010,2014/2015,Ratio,"EASR per 100,000",136.28
S12000023,2013/2014,Ratio,"EASR per 100,000",70.72
S12000023,2014/2015,Ratio,"EASR per 100,000",67.9
S12000026,1997/1998,Ratio,"EASR per 100,000",37.08
S12000026,1998/1999,Ratio,"EASR per 100,000",28.92
S12000010,2013/2014,Ratio,"EASR per 100,000",119.33
S12000010,2012/2013,Ratio,"EASR per 100,000",86.47
S12000029,2004/2005,Ratio,"EASR per 100,000",49.46
S12000029,2003/2004,Ratio,"EASR per 100,000",57.64
S12000029,2005/2006,Ratio,"EASR per 100,000",51.43
S12000029,2001/2002,Ratio,"EASR per 100,000",62.24
S12000029,2002/2003,Ratio,"EASR per 100,000",62.31
S12000029,2009/2010,Ratio,"EASR per 100,000",52.57
S12000029,2008/2009,Ratio,"EASR per 100,000",59.52
S12000029,2010/2011,Ratio,"EASR per 100,000",59.35
S12000029,2006/2007,Ratio,"EASR per 100,000",60.49
S12000029,2007/2008,Ratio,"EASR per 100,000",55.33
S12000008,1998/1999,Ratio,"EASR per 100,000",103.72
S12000008,1999/2000,Ratio,"EASR per 100,000",112.32
S12000008,1997/1998,Ratio,"EASR per 100,000",70.93
S12000008,2001/2002,Ratio,"EASR per 100,000",183.79
S12000008,2000/2001,Ratio,"EASR per 100,000",118.76
S12000029,1999/2000,Ratio,"EASR per 100,000",46.87
S12000029,2000/2001,Ratio,"EASR per 100,000",56.26
S12000029,1997/1998,Ratio,"EASR per 100,000",34.84
S12000029,1998/1999,Ratio,"EASR per 100,000",44.54
S12000030,2001/2002,Ratio,"EASR per 100,000",56.26
