FeatureCode,DateCode,Measurement,Units,Value,Scottish Health Survey Indicator,Sex
S92000003,2010,95% Upper Confidence Limit,Percent Of Adults,19.5,Alcohol consumption: Hazardous/Harmful drinker,Female
S92000003,2014,95% Upper Confidence Limit,Percent Of Adults,27.1,Alcohol consumption: Hazardous/Harmful drinker,All
S92000003,2013,Percent,Percent Of Adults,25,Alcohol consumption: Hazardous/Harmful drinker,All
S92000003,2009,Percent,Percent Of Adults,18,Alcohol consumption: Hazardous/Harmful drinker,Female
S92000003,2010,Percent,Percent Of Adults,18,Alcohol consumption: Hazardous/Harmful drinker,Female
S92000003,2015,95% Upper Confidence Limit,Percent Of Adults,38.7,Alcohol consumption: Hazardous/Harmful drinker,Male
S92000003,2010,95% Lower Confidence Limit,Percent Of Adults,16.4,Alcohol consumption: Hazardous/Harmful drinker,Female
S92000003,2019,Percent,Percent Of Adults,32,Alcohol consumption: Hazardous/Harmful drinker,Male
S92000003,2019,Percent,Percent Of Adults,24,Alcohol consumption: Hazardous/Harmful drinker,All
S92000003,2019,95% Upper Confidence Limit,Percent Of Adults,25.4,Alcohol consumption: Hazardous/Harmful drinker,All
S92000003,2011,Percent,Percent Of Adults,38,Alcohol consumption: Hazardous/Harmful drinker,Male
S92000003,2014,Percent,Percent Of Adults,25,Alcohol consumption: Hazardous/Harmful drinker,All
S92000003,2013,95% Upper Confidence Limit,Percent Of Adults,26.1,Alcohol consumption: Hazardous/Harmful drinker,All
S92000003,2019,95% Upper Confidence Limit,Percent Of Adults,34.2,Alcohol consumption: Hazardous/Harmful drinker,Male
S92000003,2015,95% Upper Confidence Limit,Percent Of Adults,27.6,Alcohol consumption: Hazardous/Harmful drinker,All
S92000003,2017,Percent,Percent Of Adults,24,Alcohol consumption: Hazardous/Harmful drinker,All
S92000003,2011,95% Upper Confidence Limit,Percent Of Adults,19.5,Alcohol consumption: Hazardous/Harmful drinker,Female
S92000003,2017,95% Lower Confidence Limit,Percent Of Adults,22,Alcohol consumption: Hazardous/Harmful drinker,All
S92000003,2012,Percent,Percent Of Adults,38,Alcohol consumption: Hazardous/Harmful drinker,Male
S92000003,2012,95% Lower Confidence Limit,Percent Of Adults,25.8,Alcohol consumption: Hazardous/Harmful drinker,All
S92000003,2015,Percent,Percent Of Adults,26,Alcohol consumption: Hazardous/Harmful drinker,All
S92000003,2015,95% Lower Confidence Limit,Percent Of Adults,24.1,Alcohol consumption: Hazardous/Harmful drinker,All
S92000003,2013,95% Lower Confidence Limit,Percent Of Adults,14,Alcohol consumption: Hazardous/Harmful drinker,Female
S92000003,2016,95% Lower Confidence Limit,Percent Of Adults,15.1,Alcohol consumption: Hazardous/Harmful drinker,Female
S92000003,2013,95% Upper Confidence Limit,Percent Of Adults,17.2,Alcohol consumption: Hazardous/Harmful drinker,Female
S92000003,2012,95% Upper Confidence Limit,Percent Of Adults,29.3,Alcohol consumption: Hazardous/Harmful drinker,All
S92000003,2017,95% Upper Confidence Limit,Percent Of Adults,25.7,Alcohol consumption: Hazardous/Harmful drinker,All
S92000003,2013,Percent,Percent Of Adults,16,Alcohol consumption: Hazardous/Harmful drinker,Female
S92000003,2016,95% Upper Confidence Limit,Percent Of Adults,27.5,Alcohol consumption: Hazardous/Harmful drinker,All
S92000003,2018,95% Lower Confidence Limit,Percent Of Adults,14.3,Alcohol consumption: Hazardous/Harmful drinker,Female
S92000003,2008,95% Upper Confidence Limit,Percent Of Adults,21.8,Alcohol consumption: Hazardous/Harmful drinker,Female
S92000003,2008,95% Upper Confidence Limit,Percent Of Adults,46.6,Alcohol consumption: Hazardous/Harmful drinker,Male
S92000003,2009,Percent,Percent Of Adults,41,Alcohol consumption: Hazardous/Harmful drinker,Male
S92000003,2018,Percent,Percent Of Adults,16,Alcohol consumption: Hazardous/Harmful drinker,Female
S92000003,2009,95% Lower Confidence Limit,Percent Of Adults,39.3,Alcohol consumption: Hazardous/Harmful drinker,Male
S92000003,2013,95% Lower Confidence Limit,Percent Of Adults,31.8,Alcohol consumption: Hazardous/Harmful drinker,Male
S92000003,2018,95% Upper Confidence Limit,Percent Of Adults,25.6,Alcohol consumption: Hazardous/Harmful drinker,All
S92000003,2008,95% Lower Confidence Limit,Percent Of Adults,42.4,Alcohol consumption: Hazardous/Harmful drinker,Male
S92000003,2014,95% Upper Confidence Limit,Percent Of Adults,37.2,Alcohol consumption: Hazardous/Harmful drinker,Male
S92000003,2008,Percent,Percent Of Adults,20,Alcohol consumption: Hazardous/Harmful drinker,Female
S92000003,2008,95% Lower Confidence Limit,Percent Of Adults,18.5,Alcohol consumption: Hazardous/Harmful drinker,Female
S92000003,2013,95% Upper Confidence Limit,Percent Of Adults,36.6,Alcohol consumption: Hazardous/Harmful drinker,Male
S92000003,2019,95% Lower Confidence Limit,Percent Of Adults,29,Alcohol consumption: Hazardous/Harmful drinker,Male
S92000003,2015,95% Lower Confidence Limit,Percent Of Adults,33.3,Alcohol consumption: Hazardous/Harmful drinker,Male
S92000003,2011,95% Upper Confidence Limit,Percent Of Adults,29,Alcohol consumption: Hazardous/Harmful drinker,All
S92000003,2011,95% Upper Confidence Limit,Percent Of Adults,39.9,Alcohol consumption: Hazardous/Harmful drinker,Male
S92000003,2015,Percent,Percent Of Adults,36,Alcohol consumption: Hazardous/Harmful drinker,Male
S92000003,2019,95% Lower Confidence Limit,Percent Of Adults,22,Alcohol consumption: Hazardous/Harmful drinker,All
S92000003,2011,95% Lower Confidence Limit,Percent Of Adults,35.9,Alcohol consumption: Hazardous/Harmful drinker,Male
S92000003,2014,95% Lower Confidence Limit,Percent Of Adults,32.2,Alcohol consumption: Hazardous/Harmful drinker,Male
S92000003,2018,95% Lower Confidence Limit,Percent Of Adults,28.6,Alcohol consumption: Hazardous/Harmful drinker,Male
S92000003,2008,Percent,Percent Of Adults,44,Alcohol consumption: Hazardous/Harmful drinker,Male
S92000003,2016,95% Lower Confidence Limit,Percent Of Adults,23.7,Alcohol consumption: Hazardous/Harmful drinker,All
S92000003,2011,95% Lower Confidence Limit,Percent Of Adults,26,Alcohol consumption: Hazardous/Harmful drinker,All
S92000003,2011,Percent,Percent Of Adults,28,Alcohol consumption: Hazardous/Harmful drinker,All
S92000003,2016,Percent,Percent Of Adults,26,Alcohol consumption: Hazardous/Harmful drinker,All
S92000003,2016,95% Upper Confidence Limit,Percent Of Adults,73.1,Obesity: Not obese,All
S92000003,2008,95% Upper Confidence Limit,Percent Of Adults,74.7,Obesity: Not obese,All
S92000003,2016,Percent,Percent Of Adults,35,Alcohol consumption: Hazardous/Harmful drinker,Male
S92000003,2019,Percent,Percent Of Adults,70,Obesity: Not obese,Female
S92000003,2018,95% Lower Confidence Limit,Percent Of Adults,70.4,Obesity: Not obese,Male
S92000003,2011,Percent,Percent Of Adults,72,Obesity: Not obese,Female
S92000003,2008,Percent,Percent Of Adults,73,Obesity: Not obese,All
S92000003,2018,Percent,Percent Of Adults,73,Obesity: Not obese,Male
S92000003,2009,95% Lower Confidence Limit,Percent Of Adults,17.1,Alcohol consumption: Hazardous/Harmful drinker,Female
S92000003,2008,95% Lower Confidence Limit,Percent Of Adults,30.2,Alcohol consumption: Hazardous/Harmful drinker,All
S92000003,2017,95% Lower Confidence Limit,Percent Of Adults,13.8,Alcohol consumption: Hazardous/Harmful drinker,Female
S92000003,2014,Percent,Percent Of Adults,17,Alcohol consumption: Hazardous/Harmful drinker,Female
S92000003,2009,95% Lower Confidence Limit,Percent Of Adults,28,Alcohol consumption: Hazardous/Harmful drinker,All
S92000003,2018,Percent,Percent Of Adults,24,Alcohol consumption: Hazardous/Harmful drinker,All
S92000003,2019,Percent,Percent Of Adults,16,Alcohol consumption: Hazardous/Harmful drinker,Female
S92000003,2012,Percent,Percent Of Adults,72,Obesity: Not obese,Female
S92000003,2015,Percent,Percent Of Adults,72,Obesity: Not obese,Male
S92000003,2008,95% Lower Confidence Limit,Percent Of Adults,70.6,Obesity: Not obese,Female
S92000003,2008,95% Upper Confidence Limit,Percent Of Adults,74.4,Obesity: Not obese,Female
S92000003,2015,95% Upper Confidence Limit,Percent Of Adults,74.4,Obesity: Not obese,Male
S92000003,2012,Percent,Percent Of Adults,73,Obesity: Not obese,Male
S92000003,2015,95% Lower Confidence Limit,Percent Of Adults,69.4,Obesity: Not obese,Male
S92000003,2019,95% Upper Confidence Limit,Percent Of Adults,72.8,Obesity: Not obese,All
S92000003,2008,95% Upper Confidence Limit,Percent Of Adults,75.9,Obesity: Not obese,Male
S92000003,2018,95% Upper Confidence Limit,Percent Of Adults,75.8,Obesity: Not obese,Male
S92000003,2008,95% Lower Confidence Limit,Percent Of Adults,71.8,Obesity: Not obese,All
S92000003,2012,95% Lower Confidence Limit,Percent Of Adults,71.2,Obesity: Not obese,Male
S92000003,2016,Percent,Percent Of Adults,71,Obesity: Not obese,All
S92000003,2009,95% Upper Confidence Limit,Percent Of Adults,74.3,Obesity: Not obese,Male
S92000003,2014,95% Upper Confidence Limit,Percent Of Adults,19,Alcohol consumption: Hazardous/Harmful drinker,Female
S92000003,2016,Percent,Percent Of Adults,17,Alcohol consumption: Hazardous/Harmful drinker,Female
S92000003,2011,95% Lower Confidence Limit,Percent Of Adults,16.5,Alcohol consumption: Hazardous/Harmful drinker,Female
S92000003,2014,95% Lower Confidence Limit,Percent Of Adults,15.3,Alcohol consumption: Hazardous/Harmful drinker,Female
S92000003,2017,95% Upper Confidence Limit,Percent Of Adults,17.3,Alcohol consumption: Hazardous/Harmful drinker,Female
S92000003,2013,95% Lower Confidence Limit,Percent Of Adults,22.9,Alcohol consumption: Hazardous/Harmful drinker,All
S92000003,2018,Percent,Percent Of Adults,32,Alcohol consumption: Hazardous/Harmful drinker,Male
S92000003,2012,95% Lower Confidence Limit,Percent Of Adults,35.4,Alcohol consumption: Hazardous/Harmful drinker,Male
S92000003,2010,95% Upper Confidence Limit,Percent Of Adults,41.5,Alcohol consumption: Hazardous/Harmful drinker,Male
S92000003,2012,95% Upper Confidence Limit,Percent Of Adults,40.8,Alcohol consumption: Hazardous/Harmful drinker,Male
S92000003,2010,95% Lower Confidence Limit,Percent Of Adults,37.2,Alcohol consumption: Hazardous/Harmful drinker,Male
S92000003,2011,Percent,Percent Of Adults,18,Alcohol consumption: Hazardous/Harmful drinker,Female
S92000003,2010,Percent,Percent Of Adults,39,Alcohol consumption: Hazardous/Harmful drinker,Male
S92000003,2012,Percent,Percent Of Adults,28,Alcohol consumption: Hazardous/Harmful drinker,All
S92000003,2017,Percent,Percent Of Adults,33,Alcohol consumption: Hazardous/Harmful drinker,Male
S92000003,2009,95% Upper Confidence Limit,Percent Of Adults,19.8,Alcohol consumption: Hazardous/Harmful drinker,Female
S92000003,2019,95% Upper Confidence Limit,Percent Of Adults,18,Alcohol consumption: Hazardous/Harmful drinker,Female
S92000003,2017,95% Lower Confidence Limit,Percent Of Adults,30,Alcohol consumption: Hazardous/Harmful drinker,Male
S92000003,2018,95% Lower Confidence Limit,Percent Of Adults,21.6,Alcohol consumption: Hazardous/Harmful drinker,All
S92000003,2009,Percent,Percent Of Adults,29,Alcohol consumption: Hazardous/Harmful drinker,All
S92000003,2009,95% Upper Confidence Limit,Percent Of Adults,30.8,Alcohol consumption: Hazardous/Harmful drinker,All
S92000003,2016,95% Upper Confidence Limit,Percent Of Adults,37.8,Alcohol consumption: Hazardous/Harmful drinker,Male
S92000003,2019,95% Lower Confidence Limit,Percent Of Adults,14.8,Alcohol consumption: Hazardous/Harmful drinker,Female
S92000003,2008,Percent,Percent Of Adults,32,Alcohol consumption: Hazardous/Harmful drinker,All
S92000003,2017,Percent,Percent Of Adults,16,Alcohol consumption: Hazardous/Harmful drinker,Female
S92000003,2017,95% Upper Confidence Limit,Percent Of Adults,35.8,Alcohol consumption: Hazardous/Harmful drinker,Male
S92000003,2008,95% Upper Confidence Limit,Percent Of Adults,33.2,Alcohol consumption: Hazardous/Harmful drinker,All
S92000003,2016,95% Lower Confidence Limit,Percent Of Adults,32,Alcohol consumption: Hazardous/Harmful drinker,Male
S92000003,2013,95% Lower Confidence Limit,Units of alcohol,8,Alcohol consumption (mean weekly units),Female
S92000003,2009,Mean,Units of alcohol,9.4,Alcohol consumption (mean weekly units),Female
S92000003,2009,95% Lower Confidence Limit,Units of alcohol,8.8,Alcohol consumption (mean weekly units),Female
S92000003,2009,95% Upper Confidence Limit,Units of alcohol,9.9,Alcohol consumption (mean weekly units),Female
S92000003,2010,95% Lower Confidence Limit,Units of alcohol,13,Alcohol consumption (mean weekly units),All
S92000003,2015,95% Lower Confidence Limit,Units of alcohol,15.8,Alcohol consumption (mean weekly units),Male
S92000003,2015,Mean,Units of alcohol,17.2,Alcohol consumption (mean weekly units),Male
S92000003,2018,95% Upper Confidence Limit,Units of alcohol,13.4,Alcohol consumption (mean weekly units),All
S92000003,2018,Mean,Units of alcohol,12.5,Alcohol consumption (mean weekly units),All
S92000003,2017,95% Lower Confidence Limit,Units of alcohol,11.6,Alcohol consumption (mean weekly units),All
S92000003,2011,95% Lower Confidence Limit,Units of alcohol,16.1,Alcohol consumption (mean weekly units),Male
S92000003,2018,95% Lower Confidence Limit,Units of alcohol,11.6,Alcohol consumption (mean weekly units),All
S92000003,2015,95% Lower Confidence Limit,Units of alcohol,8.2,Alcohol consumption (mean weekly units),Female
S92000003,2017,Mean,Units of alcohol,12.5,Alcohol consumption (mean weekly units),All
S92000003,2016,95% Upper Confidence Limit,Units of alcohol,18.5,Alcohol consumption (mean weekly units),Male
S92000003,2019,95% Lower Confidence Limit,Units of alcohol,14.3,Alcohol consumption (mean weekly units),Male
S92000003,2009,95% Upper Confidence Limit,Units of alcohol,15.4,Alcohol consumption (mean weekly units),All
S92000003,2014,95% Lower Confidence Limit,Units of alcohol,8.3,Alcohol consumption (mean weekly units),Female
S92000003,2018,Mean,Units of alcohol,16.1,Alcohol consumption (mean weekly units),Male
S92000003,2018,95% Lower Confidence Limit,Units of alcohol,14.7,Alcohol consumption (mean weekly units),Male
S92000003,2019,95% Upper Confidence Limit,Units of alcohol,16.6,Alcohol consumption (mean weekly units),Male
S92000003,2010,Mean,Units of alcohol,13.7,Alcohol consumption (mean weekly units),All
S92000003,2012,95% Lower Confidence Limit,Units of alcohol,12.5,Alcohol consumption (mean weekly units),All
S92000003,2016,Mean,Units of alcohol,8.8,Alcohol consumption (mean weekly units),Female
S92000003,2008,95% Upper Confidence Limit,Units of alcohol,15.8,Alcohol consumption (mean weekly units),All
S92000003,2013,95% Upper Confidence Limit,Units of alcohol,16.7,Alcohol consumption (mean weekly units),Male
S92000003,2014,Mean,Units of alcohol,9,Alcohol consumption (mean weekly units),Female
S92000003,2008,95% Upper Confidence Limit,Units of alcohol,10.8,Alcohol consumption (mean weekly units),Female
S92000003,2012,Mean,Units of alcohol,9.3,Alcohol consumption (mean weekly units),Female
S92000003,2019,Percent,Percent Of Adults,35,Long-term illness: Limiting long-term illness,All
S92000003,2019,95% Upper Confidence Limit,Percent Of Adults,38.7,Long-term illness: Limiting long-term illness,Female
S92000003,2015,95% Lower Confidence Limit,Percent Of Adults,29.8,Long-term illness: Limiting long-term illness,All
S92000003,2018,Percent,Percent Of Adults,30,Long-term illness: Limiting long-term illness,Male
S92000003,2011,Percent,Percent Of Adults,26,Long-term illness: Limiting long-term illness,Male
S92000003,2013,95% Lower Confidence Limit,Percent Of Adults,25.8,Long-term illness: Limiting long-term illness,Male
S92000003,2011,Percent,Percent Of Adults,30,Long-term illness: Limiting long-term illness,Female
S92000003,2009,95% Lower Confidence Limit,Percent Of Adults,25.6,Long-term illness: Limiting long-term illness,Female
S92000003,2013,95% Upper Confidence Limit,Percent Of Adults,30.9,Long-term illness: Limiting long-term illness,Male
S92000003,2018,95% Lower Confidence Limit,Percent Of Adults,27.8,Long-term illness: Limiting long-term illness,Male
S92000003,2009,95% Lower Confidence Limit,Percent Of Adults,21.7,Long-term illness: Limiting long-term illness,Male
S92000003,2019,95% Upper Confidence Limit,Percent Of Adults,36.3,Long-term illness: Limiting long-term illness,All
S92000003,2019,Percent,Percent Of Adults,37,Long-term illness: Limiting long-term illness,Female
S92000003,2019,95% Lower Confidence Limit,Percent Of Adults,34.6,Long-term illness: Limiting long-term illness,Female
S92000003,2011,95% Upper Confidence Limit,Percent Of Adults,31.8,Long-term illness: Limiting long-term illness,Female
S92000003,2016,95% Upper Confidence Limit,Units of alcohol,13.8,Alcohol consumption (mean weekly units),All
S92000003,2008,95% Lower Confidence Limit,Units of alcohol,9.3,Alcohol consumption (mean weekly units),Female
S92000003,2016,95% Lower Confidence Limit,Units of alcohol,11.9,Alcohol consumption (mean weekly units),All
S92000003,2014,Mean,Units of alcohol,15.9,Alcohol consumption (mean weekly units),Male
S92000003,2008,Mean,Units of alcohol,10.1,Alcohol consumption (mean weekly units),Female
S92000003,2011,Mean,Units of alcohol,17,Alcohol consumption (mean weekly units),Male
S92000003,2016,Mean,Units of alcohol,12.8,Alcohol consumption (mean weekly units),All
S92000003,2015,Percent,Percent Of Adults,32,Long-term illness: Limiting long-term illness,All
S92000003,2018,95% Lower Confidence Limit,Percent Of Adults,33.7,Long-term illness: Limiting long-term illness,Female
S92000003,2011,95% Upper Confidence Limit,Percent Of Adults,27.4,Long-term illness: Limiting long-term illness,Male
S92000003,2011,95% Lower Confidence Limit,Percent Of Adults,23.8,Long-term illness: Limiting long-term illness,Male
S92000003,2013,Mean,Units of alcohol,8.6,Alcohol consumption (mean weekly units),Female
S92000003,2013,95% Upper Confidence Limit,Units of alcohol,9.2,Alcohol consumption (mean weekly units),Female
S92000003,2018,Percent,Percent Of Adults,36,Long-term illness: Limiting long-term illness,Female
S92000003,2014,95% Upper Confidence Limit,Units of alcohol,13.1,Alcohol consumption (mean weekly units),All
S92000003,2009,Mean,Units of alcohol,19.7,Alcohol consumption (mean weekly units),Male
S92000003,2014,95% Upper Confidence Limit,Units of alcohol,16.9,Alcohol consumption (mean weekly units),Male
S92000003,2014,95% Lower Confidence Limit,Units of alcohol,15,Alcohol consumption (mean weekly units),Male
S92000003,2008,95% Lower Confidence Limit,Units of alcohol,14.3,Alcohol consumption (mean weekly units),All
S92000003,2014,Mean,Units of alcohol,12.4,Alcohol consumption (mean weekly units),All
S92000003,2017,Mean,Units of alcohol,16.4,Alcohol consumption (mean weekly units),Male
S92000003,2014,95% Lower Confidence Limit,Units of alcohol,11.7,Alcohol consumption (mean weekly units),All
S92000003,2019,Mean,Units of alcohol,8.8,Alcohol consumption (mean weekly units),Female
S92000003,2013,95% Lower Confidence Limit,Units of alcohol,14.6,Alcohol consumption (mean weekly units),Male
S92000003,2019,95% Lower Confidence Limit,Units of alcohol,8.1,Alcohol consumption (mean weekly units),Female
S92000003,2012,95% Upper Confidence Limit,Units of alcohol,18.8,Alcohol consumption (mean weekly units),Male
S92000003,2017,95% Lower Confidence Limit,Units of alcohol,7.9,Alcohol consumption (mean weekly units),Female
S92000003,2019,95% Upper Confidence Limit,Units of alcohol,9.5,Alcohol consumption (mean weekly units),Female
S92000003,2011,Mean,Units of alcohol,9.1,Alcohol consumption (mean weekly units),Female
S92000003,2008,Mean,Units of alcohol,15,Alcohol consumption (mean weekly units),All
S92000003,2011,95% Lower Confidence Limit,Units of alcohol,12.4,Alcohol consumption (mean weekly units),All
S92000003,2017,95% Upper Confidence Limit,Units of alcohol,17.9,Alcohol consumption (mean weekly units),Male
S92000003,2017,95% Lower Confidence Limit,Units of alcohol,14.8,Alcohol consumption (mean weekly units),Male
S92000003,2018,95% Upper Confidence Limit,Units of alcohol,9.7,Alcohol consumption (mean weekly units),Female
S92000003,2018,Mean,Units of alcohol,8.9,Alcohol consumption (mean weekly units),Female
S92000003,2017,Mean,Units of alcohol,8.6,Alcohol consumption (mean weekly units),Female
S92000003,2011,95% Upper Confidence Limit,Units of alcohol,9.6,Alcohol consumption (mean weekly units),Female
S92000003,2015,95% Upper Confidence Limit,Units of alcohol,13.6,Alcohol consumption (mean weekly units),All
S92000003,2010,95% Upper Confidence Limit,Units of alcohol,14.3,Alcohol consumption (mean weekly units),All
S92000003,2010,95% Lower Confidence Limit,Units of alcohol,8.7,Alcohol consumption (mean weekly units),Female
S92000003,2009,95% Upper Confidence Limit,Units of alcohol,21.4,Alcohol consumption (mean weekly units),Male
S92000003,2009,95% Lower Confidence Limit,Units of alcohol,18.1,Alcohol consumption (mean weekly units),Male
S92000003,2010,Mean,Units of alcohol,9.2,Alcohol consumption (mean weekly units),Female
S92000003,2016,Mean,Units of alcohol,16.9,Alcohol consumption (mean weekly units),Male
S92000003,2010,Mean,Units of alcohol,18.3,Alcohol consumption (mean weekly units),Male
S92000003,2010,95% Lower Confidence Limit,Units of alcohol,17.2,Alcohol consumption (mean weekly units),Male
S92000003,2010,95% Upper Confidence Limit,Units of alcohol,19.4,Alcohol consumption (mean weekly units),Male
S92000003,2019,95% Upper Confidence Limit,Units of alcohol,12.8,Alcohol consumption (mean weekly units),All
S92000003,2019,Mean,Units of alcohol,12.1,Alcohol consumption (mean weekly units),All
S92000003,2018,95% Upper Confidence Limit,Units of alcohol,17.5,Alcohol consumption (mean weekly units),Male
S92000003,2009,95% Lower Confidence Limit,Units of alcohol,13.6,Alcohol consumption (mean weekly units),All
S92000003,2016,95% Lower Confidence Limit,Units of alcohol,15.3,Alcohol consumption (mean weekly units),Male
S92000003,2019,Mean,Units of alcohol,15.5,Alcohol consumption (mean weekly units),Male
S92000003,2009,Mean,Units of alcohol,14.5,Alcohol consumption (mean weekly units),All
S92000003,2016,95% Upper Confidence Limit,Units of alcohol,9.5,Alcohol consumption (mean weekly units),Female
S92000003,2015,Mean,Units of alcohol,8.7,Alcohol consumption (mean weekly units),Female
S92000003,2016,95% Lower Confidence Limit,Units of alcohol,8,Alcohol consumption (mean weekly units),Female
S92000003,2011,95% Lower Confidence Limit,Units of alcohol,8.6,Alcohol consumption (mean weekly units),Female
S92000003,2015,Mean,Units of alcohol,12.9,Alcohol consumption (mean weekly units),All
S92000003,2010,95% Upper Confidence Limit,Units of alcohol,9.7,Alcohol consumption (mean weekly units),Female
S92000003,2017,95% Upper Confidence Limit,Units of alcohol,9.2,Alcohol consumption (mean weekly units),Female
S92000003,2013,95% Upper Confidence Limit,Units of alcohol,12.8,Alcohol consumption (mean weekly units),All
S92000003,2013,Mean,Units of alcohol,12.2,Alcohol consumption (mean weekly units),All
S92000003,2015,95% Lower Confidence Limit,Units of alcohol,12.1,Alcohol consumption (mean weekly units),All
S92000003,2014,95% Upper Confidence Limit,Units of alcohol,9.8,Alcohol consumption (mean weekly units),Female
S92000003,2008,Mean,Units of alcohol,20.3,Alcohol consumption (mean weekly units),Male
S92000003,2008,95% Upper Confidence Limit,Units of alcohol,21.5,Alcohol consumption (mean weekly units),Male
S92000003,2019,95% Lower Confidence Limit,Units of alcohol,11.3,Alcohol consumption (mean weekly units),All
S92000003,2011,95% Upper Confidence Limit,Units of alcohol,13.6,Alcohol consumption (mean weekly units),All
S92000003,2013,95% Lower Confidence Limit,Units of alcohol,11.5,Alcohol consumption (mean weekly units),All
S92000003,2012,95% Lower Confidence Limit,Units of alcohol,8.5,Alcohol consumption (mean weekly units),Female
S92000003,2008,Percent,Percent Of Adults,23,Long-term illness: Limiting long-term illness,Male
S92000003,2015,95% Lower Confidence Limit,Percent Of Adults,27.8,Long-term illness: Limiting long-term illness,Male
S92000003,2015,95% Upper Confidence Limit,Percent Of Adults,32.1,Long-term illness: Limiting long-term illness,Male
S92000003,2015,Percent,Percent Of Adults,30,Long-term illness: Limiting long-term illness,Male
S92000003,2009,95% Lower Confidence Limit,Percent Of Adults,24,Long-term illness: Limiting long-term illness,All
S92000003,2012,95% Upper Confidence Limit,Percent Of Adults,33.5,Long-term illness: Limiting long-term illness,All
S92000003,2017,95% Upper Confidence Limit,Percent Of Adults,32,Long-term illness: Limiting long-term illness,Male
S92000003,2010,95% Lower Confidence Limit,Percent Of Adults,28.6,Long-term illness: Limiting long-term illness,Female
S92000003,2019,95% Upper Confidence Limit,Percent Of Adults,34.7,Long-term illness: Limiting long-term illness,Male
S92000003,2017,Percent,Percent Of Adults,34,Long-term illness: Limiting long-term illness,Female
S92000003,2018,95% Lower Confidence Limit,Percent Of Adults,31.3,Long-term illness: Limiting long-term illness,All
S92000003,2011,Percent,Percent Of Adults,28,Long-term illness: Limiting long-term illness,All
S92000003,2019,95% Lower Confidence Limit,Percent Of Adults,30,Long-term illness: Limiting long-term illness,Male
S92000003,2010,95% Upper Confidence Limit,Percent Of Adults,31.9,Long-term illness: Limiting long-term illness,Female
S92000003,2018,95% Upper Confidence Limit,Percent Of Adults,35,Long-term illness: Limiting long-term illness,All
S92000003,2009,95% Upper Confidence Limit,Percent Of Adults,28.6,Long-term illness: Limiting long-term illness,Female
S92000003,2014,Percent,Percent Of Adults,33,Long-term illness: Limiting long-term illness,Female
S92000003,2018,95% Upper Confidence Limit,Percent Of Adults,37.8,Long-term illness: Limiting long-term illness,Female
S92000003,2012,Percent,Percent Of Adults,28,Long-term illness: Limiting long-term illness,Male
S92000003,2014,95% Lower Confidence Limit,Percent Of Adults,30.5,Long-term illness: Limiting long-term illness,Female
S92000003,2013,95% Upper Confidence Limit,Percent Of Adults,35.9,Long-term illness: Limiting long-term illness,Female
S92000003,2010,Percent,Percent Of Adults,30,Long-term illness: Limiting long-term illness,Female
S92000003,2012,95% Lower Confidence Limit,Percent Of Adults,29.7,Long-term illness: Limiting long-term illness,All
S92000003,2015,Percent,Percent Of Adults,33,Long-term illness: Limiting long-term illness,Female
S92000003,2009,Percent,Percent Of Adults,25,Long-term illness: Limiting long-term illness,All
S92000003,2008,95% Upper Confidence Limit,Percent Of Adults,27.1,Long-term illness: Limiting long-term illness,All
S92000003,2012,Percent,Percent Of Adults,32,Long-term illness: Limiting long-term illness,All
S92000003,2009,Percent,Percent Of Adults,27,Long-term illness: Limiting long-term illness,Female
S92000003,2008,95% Lower Confidence Limit,Percent Of Adults,21.5,Long-term illness: Limiting long-term illness,Male
S92000003,2019,95% Upper Confidence Limit,Percent Of Adults,9.8,Self-assessed general health: Bad/Very bad,All
S92000003,2017,95% Lower Confidence Limit,Percent Of Adults,7.3,Self-assessed general health: Bad/Very bad,All
S92000003,2008,95% Upper Confidence Limit,Percent Of Adults,7.6,Self-assessed general health: Bad/Very bad,Female
S92000003,2012,95% Lower Confidence Limit,Percent Of Adults,7.6,Self-assessed general health: Bad/Very bad,All
S92000003,2010,95% Upper Confidence Limit,Percent Of Adults,8.9,Self-assessed general health: Bad/Very bad,Female
S92000003,2014,95% Upper Confidence Limit,Percent Of Adults,9.2,Self-assessed general health: Bad/Very bad,All
S92000003,2017,Percent,Percent Of Adults,8,Self-assessed general health: Bad/Very bad,All
S92000003,2010,Percent,Percent Of Adults,8,Self-assessed general health: Bad/Very bad,Female
S92000003,2008,95% Lower Confidence Limit,Percent Of Adults,5.8,Self-assessed general health: Bad/Very bad,Female
S92000003,2008,Percent,Percent Of Adults,7,Self-assessed general health: Bad/Very bad,Female
S92000003,2016,95% Lower Confidence Limit,Percent Of Adults,7.8,Self-assessed general health: Bad/Very bad,Female
S92000003,2015,Percent,Percent Of Adults,8,Self-assessed general health: Bad/Very bad,Male
S92000003,2014,95% Upper Confidence Limit,Percent Of Adults,9.6,Self-assessed general health: Bad/Very bad,Male
S92000003,2014,95% Lower Confidence Limit,Percent Of Adults,6.8,Self-assessed general health: Bad/Very bad,Male
S92000003,2012,95% Upper Confidence Limit,Percent Of Adults,9.6,Self-assessed general health: Bad/Very bad,All
S92000003,2012,95% Upper Confidence Limit,Percent Of Adults,10.3,Self-assessed general health: Bad/Very bad,Female
S92000003,2019,95% Lower Confidence Limit,Percent Of Adults,7.8,Self-assessed general health: Bad/Very bad,All
